OrderID,Date,Month,Quarter,Year,Category,Product,UnitPrice,Quantity,Discount,Revenue,Profit,Region,City,Channel,PaymentMethod,Rating,Returned
ORD-10029,2022-01-07,Jan 2022,Q1 2022,2022,Beauty,Skincare Kit,35.86,2,5,68.13,13.26,West,Pune,Mobile App,Credit Card,3.5,0
ORD-10030,2022-01-08,Jan 2022,Q1 2022,2022,Home & Living,Sofa,652.44,1,15,554.57,125.58,West,Ahmedabad,Direct,Debit Card,4.5,0
ORD-10031,2022-01-08,Jan 2022,Q1 2022,2022,Books,Comic,27.24,1,0,27.24,9.93,Central,Indore,Mobile App,UPI,4.5,0
ORD-10032,2022-01-08,Jan 2022,Q1 2022,2022,Beauty,Lipstick,136.5,1,5,129.67,29.09,Central,Nagpur,Website,Net Banking,5.0,0
ORD-10033,2022-01-08,Jan 2022,Q1 2022,2022,Clothing,Jeans,153.36,1,5,145.69,51.31,South,Bangalore,Mobile App,UPI,4.0,0
ORD-10034,2022-01-09,Jan 2022,Q1 2022,2022,Home & Living,Sofa,644.83,1,0,644.83,133.37,Central,Bhopal,Website,UPI,5.0,0
ORD-10035,2022-01-09,Jan 2022,Q1 2022,2022,Clothing,Jacket,146.96,1,5,139.61,41.58,East,Kolkata,Marketplace,UPI,3.0,0
ORD-10036,2022-01-09,Jan 2022,Q1 2022,2022,Sports,Shoes,286.1,2,5,543.59,82.1,East,Kolkata,Mobile App,Credit Card,4.5,0
ORD-10037,2022-01-10,Jan 2022,Q1 2022,2022,Electronics,Smartwatch,400.03,2,0,800.06,142.66,West,Ahmedabad,Marketplace,UPI,5.0,0
ORD-10038,2022-01-10,Jan 2022,Q1 2022,2022,Electronics,Tablet,578.29,1,10,520.46,117.66,West,Mumbai,Website,Credit Card,5.0,0
ORD-10039,2022-01-10,Jan 2022,Q1 2022,2022,Electronics,Laptop,317.74,1,0,317.74,110.64,Central,Indore,Direct,Credit Card,5.0,0
ORD-10040,2022-01-10,Jan 2022,Q1 2022,2022,Electronics,Headphones,997.02,1,10,897.32,315.58,South,Bangalore,Mobile App,COD,3.5,0
ORD-10041,2022-01-10,Jan 2022,Q1 2022,2022,Home & Living,Sofa,491.14,1,5,466.58,160.78,South,Chennai,Marketplace,UPI,5.0,0
ORD-10042,2022-01-11,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,143.9,1,0,143.9,57.5,Central,Nagpur,Website,Credit Card,4.5,0
ORD-10043,2022-01-11,Jan 2022,Q1 2022,2022,Clothing,Shoes,97.99,2,15,166.58,42.74,Central,Bhopal,Website,Net Banking,3.5,0
ORD-10044,2022-01-11,Jan 2022,Q1 2022,2022,Sports,Yoga Mat,266.62,1,10,239.96,92.13,East,Kolkata,Marketplace,Net Banking,5.0,0
ORD-10045,2022-01-11,Jan 2022,Q1 2022,2022,Sports,Dumbbells,410.27,1,0,410.27,130.89,Central,Indore,Website,UPI,5.0,0
ORD-10046,2022-01-11,Jan 2022,Q1 2022,2022,Electronics,Tablet,853.97,1,10,768.57,228.91,South,Chennai,Marketplace,UPI,4.0,0
ORD-10047,2022-01-11,Jan 2022,Q1 2022,2022,Clothing,Shoes,127.82,1,0,127.82,48.94,North,Amritsar,Marketplace,Credit Card,4.0,0
ORD-10048,2022-01-12,Jan 2022,Q1 2022,2022,Clothing,Jacket,134.1,1,20,107.28,41.78,South,Chennai,Mobile App,Debit Card,4.0,0
ORD-10049,2022-01-12,Jan 2022,Q1 2022,2022,Home & Living,Curtains,233.26,1,15,198.27,46.41,South,Hyderabad,Mobile App,Credit Card,4.0,0
ORD-10050,2022-01-12,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,21.76,1,10,19.58,7.12,East,Bhubaneswar,Website,Debit Card,3.5,0
ORD-10051,2022-01-12,Jan 2022,Q1 2022,2022,Home & Living,Bedsheet,397.33,2,15,675.46,182.95,South,Chennai,Marketplace,UPI,4.5,0
ORD-10052,2022-01-12,Jan 2022,Q1 2022,2022,Beauty,Lipstick,76.69,1,0,76.69,26.88,East,Kolkata,Mobile App,Debit Card,5.0,0
ORD-10053,2022-01-12,Jan 2022,Q1 2022,2022,Electronics,Tablet,942.81,1,10,848.53,148.25,West,Ahmedabad,Website,UPI,4.5,0
ORD-10054,2022-01-12,Jan 2022,Q1 2022,2022,Clothing,Dress,70.72,2,20,113.15,35.47,West,Pune,Website,COD,4.5,0
ORD-10055,2022-01-13,Jan 2022,Q1 2022,2022,Sports,Dumbbells,384.66,1,10,346.19,98.46,West,Ahmedabad,Mobile App,Net Banking,3.5,0
ORD-10056,2022-01-13,Jan 2022,Q1 2022,2022,Beauty,Skincare Kit,72.09,2,0,144.18,38.5,West,Pune,Mobile App,UPI,4.5,1
ORD-10057,2022-01-13,Jan 2022,Q1 2022,2022,Home & Living,Sofa,776.11,2,20,1241.78,317.22,North,Delhi,Marketplace,UPI,4.0,0
ORD-10058,2022-01-13,Jan 2022,Q1 2022,2022,Electronics,Laptop,723.95,1,15,615.36,219.67,North,Amritsar,Website,UPI,5.0,0
ORD-10059,2022-01-13,Jan 2022,Q1 2022,2022,Sports,Shoes,228.99,1,0,228.99,36.13,West,Mumbai,Website,Credit Card,3.5,1
ORD-10060,2022-01-13,Jan 2022,Q1 2022,2022,Home & Living,Sofa,380.83,2,15,647.41,135.36,North,Amritsar,Mobile App,Debit Card,4.5,0
ORD-10061,2022-01-14,Jan 2022,Q1 2022,2022,Clothing,Shoes,38.23,1,0,38.23,5.88,North,Amritsar,Mobile App,UPI,3.0,0
ORD-10062,2022-01-14,Jan 2022,Q1 2022,2022,Beauty,Lipstick,98.76,2,10,177.77,62.97,East,Kolkata,Marketplace,Debit Card,3.5,0
ORD-10063,2022-01-14,Jan 2022,Q1 2022,2022,Books,Comic,10.66,2,0,21.32,6.59,Central,Nagpur,Marketplace,Debit Card,4.0,0
ORD-10064,2022-01-15,Jan 2022,Q1 2022,2022,Books,Comic,51.36,1,0,51.36,19.68,North,Amritsar,Marketplace,Credit Card,4.0,0
ORD-10065,2022-01-15,Jan 2022,Q1 2022,2022,Beauty,Serum,86.13,1,0,86.13,22.9,North,Chandigarh,Website,COD,5.0,1
ORD-10066,2022-01-15,Jan 2022,Q1 2022,2022,Home & Living,Curtains,366.17,1,5,347.86,81.56,South,Chennai,Website,Credit Card,4.0,0
ORD-10067,2022-01-16,Jan 2022,Q1 2022,2022,Books,Biography,45.26,1,10,40.73,12.6,North,Chandigarh,Marketplace,Debit Card,4.5,0
ORD-10068,2022-01-16,Jan 2022,Q1 2022,2022,Home & Living,Curtains,55.37,1,10,49.83,11.0,South,Bangalore,Direct,UPI,4.5,0
ORD-10069,2022-01-16,Jan 2022,Q1 2022,2022,Electronics,Smartphone,772.11,2,0,1544.22,322.99,North,Chandigarh,Website,Credit Card,5.0,0
ORD-10070,2022-01-16,Jan 2022,Q1 2022,2022,Clothing,Jeans,139.54,1,25,104.66,34.64,Central,Nagpur,Website,UPI,4.0,0
ORD-10071,2022-01-16,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,21.94,2,0,43.88,15.06,West,Pune,Marketplace,Debit Card,4.5,0
ORD-10072,2022-01-17,Jan 2022,Q1 2022,2022,Clothing,Jeans,190.12,1,5,180.61,57.4,South,Hyderabad,Marketplace,UPI,4.5,0
ORD-10073,2022-01-17,Jan 2022,Q1 2022,2022,Beauty,Perfume,125.84,1,0,125.84,38.51,Central,Bhopal,Mobile App,Net Banking,3.5,1
ORD-10074,2022-01-17,Jan 2022,Q1 2022,2022,Beauty,Lipstick,136.81,1,5,129.97,38.37,South,Chennai,Mobile App,UPI,4.5,0
ORD-10075,2022-01-17,Jan 2022,Q1 2022,2022,Electronics,Tablet,631.17,1,0,631.17,170.89,West,Ahmedabad,Mobile App,UPI,3.5,0
ORD-10076,2022-01-17,Jan 2022,Q1 2022,2022,Beauty,Skincare Kit,64.47,1,0,64.47,16.27,Central,Nagpur,Marketplace,Credit Card,5.0,0
ORD-10077,2022-01-17,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,65.86,2,0,131.72,44.7,North,Delhi,Marketplace,COD,4.0,0
ORD-10078,2022-01-17,Jan 2022,Q1 2022,2022,Home & Living,Lamp,595.42,1,20,476.34,81.3,North,Delhi,Website,UPI,4.0,0
ORD-10079,2022-01-17,Jan 2022,Q1 2022,2022,Clothing,Jeans,50.74,1,10,45.67,8.53,West,Ahmedabad,Mobile App,UPI,5.0,0
ORD-10080,2022-01-18,Jan 2022,Q1 2022,2022,Beauty,Serum,45.92,1,20,36.74,14.44,North,Chandigarh,Website,COD,4.0,0
ORD-10081,2022-01-18,Jan 2022,Q1 2022,2022,Clothing,Dress,71.24,2,5,135.36,25.14,South,Bangalore,Mobile App,Net Banking,5.0,0
ORD-10082,2022-01-19,Jan 2022,Q1 2022,2022,Home & Living,Bedsheet,665.6,1,5,632.32,179.48,North,Delhi,Mobile App,Net Banking,5.0,0
ORD-10083,2022-01-19,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,29.09,1,15,24.73,6.46,East,Patna,Website,UPI,3.0,0
ORD-10084,2022-01-19,Jan 2022,Q1 2022,2022,Electronics,Tablet,555.55,1,5,527.77,121.48,West,Pune,Website,Credit Card,3.5,0
ORD-10085,2022-01-19,Jan 2022,Q1 2022,2022,Clothing,Shoes,156.51,1,10,140.86,23.02,East,Kolkata,Mobile App,Net Banking,5.0,1
ORD-10086,2022-01-19,Jan 2022,Q1 2022,2022,Beauty,Perfume,95.14,3,10,256.88,42.66,North,Chandigarh,Direct,Credit Card,4.5,0
ORD-10087,2022-01-19,Jan 2022,Q1 2022,2022,Books,Fiction,40.12,1,20,32.1,5.14,West,Pune,Marketplace,Debit Card,4.5,0
ORD-10088,2022-01-19,Jan 2022,Q1 2022,2022,Beauty,Perfume,86.27,1,0,86.27,34.28,South,Bangalore,Website,COD,4.0,0
ORD-10089,2022-01-19,Jan 2022,Q1 2022,2022,Clothing,Jacket,54.88,1,15,46.65,9.2,North,Amritsar,Direct,UPI,4.0,0
ORD-10090,2022-01-19,Jan 2022,Q1 2022,2022,Electronics,Tablet,354.81,3,0,1064.43,295.13,North,Delhi,Website,Credit Card,4.5,0
ORD-10091,2022-01-19,Jan 2022,Q1 2022,2022,Sports,Cycle,181.43,1,5,172.36,49.31,South,Bangalore,Marketplace,COD,5.0,0
ORD-10092,2022-01-19,Jan 2022,Q1 2022,2022,Beauty,Hair Dryer,121.65,1,15,103.4,27.92,Central,Bhopal,Marketplace,UPI,3.5,0
ORD-10093,2022-01-19,Jan 2022,Q1 2022,2022,Home & Living,Bedsheet,355.36,1,0,355.36,67.84,West,Mumbai,Mobile App,Credit Card,4.0,0
ORD-10094,2022-01-20,Jan 2022,Q1 2022,2022,Beauty,Skincare Kit,176.55,1,0,176.55,69.56,North,Chandigarh,Mobile App,UPI,3.0,0
ORD-10095,2022-01-21,Jan 2022,Q1 2022,2022,Home & Living,Curtains,598.97,2,0,1197.94,185.2,East,Kolkata,Website,UPI,4.0,0
ORD-10096,2022-01-21,Jan 2022,Q1 2022,2022,Home & Living,Bedsheet,196.95,1,25,147.71,28.65,North,Amritsar,Mobile App,Debit Card,4.0,0
ORD-10097,2022-01-21,Jan 2022,Q1 2022,2022,Home & Living,Lamp,695.25,1,0,695.25,124.48,Central,Indore,Marketplace,Credit Card,4.5,0
ORD-10098,2022-01-21,Jan 2022,Q1 2022,2022,Sports,Dumbbells,340.27,1,0,340.27,90.18,Central,Indore,Website,Credit Card,5.0,0
ORD-10099,2022-01-21,Jan 2022,Q1 2022,2022,Electronics,Laptop,186.93,2,15,317.78,83.47,South,Hyderabad,Direct,Net Banking,5.0,0
ORD-10100,2022-01-21,Jan 2022,Q1 2022,2022,Electronics,Smartwatch,272.09,1,5,258.49,56.08,East,Kolkata,Website,Debit Card,5.0,1
ORD-10101,2022-01-21,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,172.2,1,0,172.2,64.64,North,Delhi,Marketplace,Net Banking,5.0,0
ORD-10102,2022-01-22,Jan 2022,Q1 2022,2022,Clothing,Shoes,26.91,2,10,48.44,12.09,Central,Indore,Website,UPI,3.0,0
ORD-10103,2022-01-22,Jan 2022,Q1 2022,2022,Electronics,Laptop,611.44,1,5,580.87,185.68,North,Delhi,Direct,COD,5.0,0
ORD-10104,2022-01-22,Jan 2022,Q1 2022,2022,Books,Comic,70.28,1,0,70.28,25.48,West,Mumbai,Marketplace,UPI,5.0,0
ORD-10105,2022-01-22,Jan 2022,Q1 2022,2022,Electronics,Smartphone,386.5,1,0,386.5,143.37,North,Delhi,Website,Credit Card,4.5,1
ORD-10106,2022-01-22,Jan 2022,Q1 2022,2022,Sports,Dumbbells,414.77,1,0,414.77,143.82,East,Patna,Marketplace,UPI,5.0,1
ORD-10107,2022-01-22,Jan 2022,Q1 2022,2022,Sports,Dumbbells,303.05,1,10,272.74,58.6,Central,Nagpur,Marketplace,Credit Card,4.5,0
ORD-10108,2022-01-22,Jan 2022,Q1 2022,2022,Electronics,Headphones,1018.08,2,0,2036.16,750.78,East,Bhubaneswar,Mobile App,UPI,5.0,0
ORD-10109,2022-01-23,Jan 2022,Q1 2022,2022,Electronics,Headphones,1021.13,2,20,1633.81,412.1,West,Mumbai,Mobile App,Debit Card,4.0,0
ORD-10110,2022-01-23,Jan 2022,Q1 2022,2022,Home & Living,Lamp,662.58,1,10,596.32,141.56,Central,Nagpur,Direct,Credit Card,5.0,0
ORD-10111,2022-01-24,Jan 2022,Q1 2022,2022,Clothing,Dress,132.02,2,0,264.04,66.81,West,Ahmedabad,Direct,UPI,4.5,0
ORD-10112,2022-01-25,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,141.68,2,5,269.19,66.15,South,Bangalore,Mobile App,Credit Card,4.0,0
ORD-10113,2022-01-25,Jan 2022,Q1 2022,2022,Sports,Dumbbells,498.85,2,15,848.04,206.56,South,Bangalore,Marketplace,Debit Card,4.0,0
ORD-10114,2022-01-25,Jan 2022,Q1 2022,2022,Clothing,Jeans,171.31,2,15,291.23,107.82,North,Amritsar,Mobile App,Debit Card,5.0,0
ORD-10115,2022-01-25,Jan 2022,Q1 2022,2022,Home & Living,Curtains,521.68,1,20,417.34,162.93,Central,Bhopal,Website,UPI,4.0,0
ORD-10116,2022-01-25,Jan 2022,Q1 2022,2022,Clothing,T-Shirt,99.28,2,15,168.78,45.93,North,Chandigarh,Marketplace,Net Banking,5.0,1
ORD-10117,2022-01-25,Jan 2022,Q1 2022,2022,Electronics,Smartwatch,209.15,1,5,198.69,46.33,South,Hyderabad,Website,Credit Card,4.5,0
ORD-10118,2022-01-25,Jan 2022,Q1 2022,2022,Electronics,Laptop,869.71,2,0,1739.42,648.14,East,Kolkata,Marketplace,Net Banking,4.0,0
ORD-10119,2022-01-26,Jan 2022,Q1 2022,2022,Sports,Yoga Mat,330.08,1,10,297.07,102.33,North,Chandigarh,Mobile App,Debit Card,4.5,0
ORD-10120,2022-01-26,Jan 2022,Q1 2022,2022,Beauty,Serum,195.9,1,20,156.72,44.19,West,Pune,Direct,UPI,4.0,0
ORD-10121,2022-01-26,Jan 2022,Q1 2022,2022,Beauty,Lipstick,139.52,1,5,132.54,22.98,South,Hyderabad,Website,UPI,4.5,0
ORD-10122,2022-01-26,Jan 2022,Q1 2022,2022,Sports,Cycle,444.17,1,0,444.17,117.92,Central,Indore,Marketplace,Debit Card,4.5,0
ORD-10123,2022-01-27,Jan 2022,Q1 2022,2022,Electronics,Headphones,985.58,1,0,985.58,265.99,North,Delhi,Website,Debit Card,4.0,0
ORD-10124,2022-01-27,Jan 2022,Q1 2022,2022,Electronics,Tablet,880.02,1,10,792.02,129.63,West,Ahmedabad,Website,Credit Card,4.5,1
ORD-10125,2022-01-27,Jan 2022,Q1 2022,2022,Electronics,Tablet,892.91,1,15,758.97,147.93,East,Kolkata,Marketplace,Credit Card,4.5,0
ORD-10126,2022-01-28,Jan 2022,Q1 2022,2022,Electronics,Headphones,758.83,1,10,682.95,125.23,East,Bhubaneswar,Mobile App,Credit Card,4.5,0
ORD-10127,2022-01-28,Jan 2022,Q1 2022,2022,Books,Fiction,41.2,2,20,65.92,18.45,South,Bangalore,Marketplace,COD,4.5,0
ORD-10128,2022-01-28,Jan 2022,Q1 2022,2022,Electronics,Smartwatch,561.11,2,10,1010.0,309.24,East,Kolkata,Mobile App,Debit Card,4.5,0
ORD-10129,2022-01-28,Jan 2022,Q1 2022,2022,Clothing,Shoes,80.16,1,5,76.15,26.72,East,Kolkata,Mobile App,UPI,3.0,0
ORD-10130,2022-01-28,Jan 2022,Q1 2022,2022,Electronics,Tablet,1045.05,1,10,940.54,233.25,Central,Bhopal,Mobile App,UPI,4.5,0
ORD-10131,2022-01-29,Jan 2022,Q1 2022,2022,Beauty,Perfume,69.89,1,0,69.89,12.63,North,Chandigarh,Website,Credit Card,3.5,0
ORD-10132,2022-01-29,Jan 2022,Q1 2022,2022,Beauty,Hair Dryer,213.43,1,5,202.76,61.59,South,Bangalore,Mobile App,Debit Card,4.5,0
ORD-10133,2022-01-29,Jan 2022,Q1 2022,2022,Books,Textbook,49.68,1,5,47.2,11.94,South,Chennai,Mobile App,COD,5.0,0
ORD-10134,2022-01-29,Jan 2022,Q1 2022,2022,Home & Living,Sofa,342.02,1,15,290.72,46.21,Central,Nagpur,Marketplace,Credit Card,5.0,0
ORD-10135,2022-01-29,Jan 2022,Q1 2022,2022,Home & Living,Sofa,467.61,1,0,467.61,124.46,Central,Nagpur,Marketplace,Credit Card,5.0,0
ORD-10136,2022-01-29,Jan 2022,Q1 2022,2022,Books,Comic,30.7,1,5,29.16,7.37,Central,Bhopal,Marketplace,Debit Card,4.0,0
ORD-10137,2022-01-29,Jan 2022,Q1 2022,2022,Home & Living,Sofa,273.61,3,0,820.83,194.09,North,Amritsar,Mobile App,Net Banking,4.5,0
ORD-10138,2022-01-29,Jan 2022,Q1 2022,2022,Books,Biography,55.76,1,10,50.18,8.09,South,Hyderabad,Website,UPI,4.5,0
ORD-10139,2022-01-30,Jan 2022,Q1 2022,2022,Sports,Cycle,473.86,1,10,426.47,151.99,East,Patna,Website,UPI,4.5,0
ORD-10140,2022-01-30,Jan 2022,Q1 2022,2022,Beauty,Hair Dryer,75.56,2,10,136.01,27.92,Central,Nagpur,Website,COD,3.5,0
ORD-10141,2022-01-30,Jan 2022,Q1 2022,2022,Clothing,Jacket,140.45,2,5,266.85,85.37,North,Delhi,Marketplace,Credit Card,3.5,0
ORD-10142,2022-01-31,Jan 2022,Q1 2022,2022,Books,Comic,78.04,1,5,74.14,16.94,East,Kolkata,Website,UPI,3.5,0
ORD-10143,2022-01-31,Jan 2022,Q1 2022,2022,Sports,Shoes,489.28,1,5,464.82,82.87,Central,Bhopal,Direct,COD,3.0,0
ORD-10144,2022-01-31,Jan 2022,Q1 2022,2022,Books,Fiction,21.47,1,0,21.47,6.57,South,Hyderabad,Marketplace,Debit Card,4.0,0
ORD-10145,2022-01-31,Jan 2022,Q1 2022,2022,Books,Textbook,67.85,2,20,108.56,43.42,East,Bhubaneswar,Marketplace,UPI,4.0,1
ORD-10146,2022-02-01,Feb 2022,Q1 2022,2022,Beauty,Hair Dryer,22.28,1,0,22.28,5.68,South,Bangalore,Direct,UPI,4.0,0
ORD-10147,2022-02-01,Feb 2022,Q1 2022,2022,Home & Living,Cookware,301.05,1,0,301.05,65.52,Central,Bhopal,Marketplace,Debit Card,4.0,0
ORD-10148,2022-02-01,Feb 2022,Q1 2022,2022,Clothing,Shoes,101.59,2,15,172.7,54.17,Central,Nagpur,Website,Credit Card,4.0,0
ORD-10149,2022-02-01,Feb 2022,Q1 2022,2022,Home & Living,Sofa,573.09,2,5,1088.87,257.34,North,Chandigarh,Website,Debit Card,3.5,0
ORD-10150,2022-02-02,Feb 2022,Q1 2022,2022,Electronics,Tablet,209.31,1,15,177.91,44.43,West,Pune,Mobile App,Debit Card,5.0,0
ORD-10151,2022-02-03,Feb 2022,Q1 2022,2022,Sports,Dumbbells,261.49,2,15,444.53,112.3,West,Ahmedabad,Mobile App,Net Banking,4.0,0
ORD-10152,2022-02-03,Feb 2022,Q1 2022,2022,Sports,Tennis Racket,330.05,1,0,330.05,115.05,East,Bhubaneswar,Website,Net Banking,4.5,0
ORD-10153,2022-02-03,Feb 2022,Q1 2022,2022,Home & Living,Lamp,61.55,2,5,116.94,20.49,East,Kolkata,Marketplace,Credit Card,3.5,0
ORD-10154,2022-02-03,Feb 2022,Q1 2022,2022,Beauty,Hair Dryer,168.33,2,5,319.83,62.62,Central,Bhopal,Website,COD,3.5,0
ORD-10155,2022-02-04,Feb 2022,Q1 2022,2022,Clothing,Shoes,193.82,1,5,184.13,42.97,North,Chandigarh,Website,Credit Card,4.5,0
ORD-10156,2022-02-04,Feb 2022,Q1 2022,2022,Clothing,T-Shirt,64.99,1,10,58.49,14.18,Central,Bhopal,Website,Credit Card,4.0,0
ORD-10157,2022-02-04,Feb 2022,Q1 2022,2022,Books,Textbook,76.54,2,0,153.08,56.8,Central,Indore,Mobile App,Credit Card,4.0,0
ORD-10158,2022-02-04,Feb 2022,Q1 2022,2022,Clothing,Dress,99.34,1,15,84.44,33.53,North,Amritsar,Marketplace,UPI,4.0,0
ORD-10159,2022-02-04,Feb 2022,Q1 2022,2022,Sports,Shoes,350.27,1,15,297.73,46.0,West,Ahmedabad,Marketplace,Debit Card,5.0,0
ORD-10160,2022-02-05,Feb 2022,Q1 2022,2022,Sports,Shoes,347.6,3,0,1042.8,244.57,Central,Nagpur,Direct,COD,4.0,0
ORD-10161,2022-02-05,Feb 2022,Q1 2022,2022,Books,Biography,43.27,2,0,86.54,19.7,Central,Bhopal,Marketplace,Debit Card,5.0,0
ORD-10162,2022-02-05,Feb 2022,Q1 2022,2022,Clothing,Jeans,87.31,3,0,261.93,59.18,East,Patna,Mobile App,Credit Card,4.5,0
ORD-10163,2022-02-05,Feb 2022,Q1 2022,2022,Beauty,Lipstick,57.59,2,5,109.42,27.42,East,Kolkata,Mobile App,UPI,4.5,1
ORD-10164,2022-02-06,Feb 2022,Q1 2022,2022,Electronics,Tablet,263.58,3,10,711.67,222.55,South,Hyderabad,Website,UPI,4.0,0
ORD-10165,2022-02-06,Feb 2022,Q1 2022,2022,Sports,Shoes,51.79,2,0,103.58,15.58,Central,Bhopal,Website,COD,4.5,0
ORD-10166,2022-02-07,Feb 2022,Q1 2022,2022,Clothing,Dress,85.67,2,5,162.77,38.05,South,Bangalore,Mobile App,Net Banking,4.5,0
ORD-10167,2022-02-07,Feb 2022,Q1 2022,2022,Home & Living,Bedsheet,343.7,2,5,653.03,206.37,North,Delhi,Website,Debit Card,4.0,0
ORD-10168,2022-02-07,Feb 2022,Q1 2022,2022,Sports,Shoes,451.61,2,5,858.06,151.47,East,Bhubaneswar,Direct,UPI,5.0,0
